XfoilAnalysis
1.000000    0.000000
0.983437    0.000862
0.966070    0.001952
0.947947    0.003281
0.929123    0.004857
0.909654    0.006682
0.889604    0.008755
0.869036    0.011068
0.848016    0.013611
0.826610    0.016367
0.804885    0.019319
0.782909    0.022442
0.760744    0.025711
0.738457    0.029100
0.716107    0.032579
0.693754    0.036119
0.671453    0.039690
0.649258    0.043262
0.627217    0.046807
0.605378    0.050299
0.583782    0.053711
0.562468    0.057021
0.541471    0.060207
0.520824    0.063250
0.500553    0.066135
0.480685    0.068848
0.461239    0.071378
0.442235    0.073715
0.423688    0.075853
0.405611    0.077787
0.388013    0.079516
0.370901    0.081039
0.354281    0.082356
0.338156    0.083469
0.322526    0.084384
0.307392    0.085103
0.292750    0.085634
0.278597    0.085982
0.264928    0.086154
0.251736    0.086158
0.239015    0.086001
0.226756    0.085692
0.214951    0.085238
0.203589    0.084647
0.192661    0.083927
0.182157    0.083087
0.172065    0.082134
0.162375    0.081075
0.153074    0.079917
0.144152    0.078667
0.135597    0.077331
0.127398    0.075916
0.119542    0.074428
0.112018    0.072871
0.104816    0.071250
0.097922    0.069569
0.091328    0.067833
0.085021    0.066046
0.078990    0.064209
0.073226    0.062326
0.067718    0.060398
0.062456    0.058427
0.057430    0.056413
0.052631    0.054358
0.048049    0.052259
0.043676    0.050116
0.039503    0.047926
0.035521    0.045685
0.031723    0.043388
0.028100    0.041028
0.024646    0.038595
0.021352    0.036076
0.018212    0.033451
0.015219    0.030695
0.012366    0.027769
0.009648    0.024611
0.007058    0.021118
0.004590    0.017083
0.002239    0.011966
0.000000    0.000000
0.002239    -0.012003
0.004590    -0.017190
0.007058    -0.021321
0.009648    -0.024935
0.012366    -0.028238
0.015219    -0.031333
0.018212    -0.034283
0.021352    -0.037128
0.024646    -0.039895
0.028100    -0.042604
0.031723    -0.045271
0.035521    -0.047906
0.039503    -0.050519
0.043676    -0.053116
0.048049    -0.055703
0.052631    -0.058284
0.057430    -0.060864
0.062456    -0.063444
0.067718    -0.066027
0.073226    -0.068613
0.078990    -0.071205
0.085021    -0.073801
0.091328    -0.076401
0.097922    -0.079005
0.104816    -0.081610
0.112018    -0.084215
0.119542    -0.086817
0.127398    -0.089412
0.135597    -0.091997
0.144152    -0.094566
0.153074    -0.097114
0.162375    -0.099635
0.172065    -0.102122
0.182157    -0.104567
0.192661    -0.106962
0.203589    -0.109296
0.214951    -0.111560
0.226756    -0.113742
0.239015    -0.115830
0.251736    -0.117810
0.264928    -0.119669
0.278597    -0.121391
0.292750    -0.122960
0.307392    -0.124361
0.322526    -0.125575
0.338156    -0.126586
0.354281    -0.127374
0.370901    -0.127921
0.388013    -0.128210
0.405611    -0.128221
0.423688    -0.127938
0.442235    -0.127342
0.461239    -0.126418
0.480685    -0.125151
0.500553    -0.123528
0.520824    -0.121539
0.541471    -0.119176
0.562468    -0.116431
0.583782    -0.113304
0.605378    -0.109796
0.627217    -0.105911
0.649258    -0.101658
0.671453    -0.097051
0.693754    -0.092107
0.716107    -0.086848
0.738457    -0.081300
0.760744    -0.075493
0.782909    -0.069460
0.804885    -0.063239
0.826610    -0.056870
0.848016    -0.050395
0.869036    -0.043857
0.889604    -0.037301
0.909654    -0.030773
0.929123    -0.024314
0.947947    -0.017969
0.966070    -0.011778
0.983437    -0.005777
1.000000    -0.000000
